"FacilityId","ProduceDate","ShiftDefinitionShift","AufnrSeq","Aufnr","Plnbez","ZZSTYLCODE","ZZGENDER","ZZPARTNO","ZZATCOLR","ZZCOLORCODE","ProductSize","WOSIZE","GSTRP","GLTRP","GAMNG","MoldedQuantity","UnmoldedQuantity","MoldNo","MoldPcsQty","MoldInventory","MoldPairCoefficient","RoundByDay","WorkClassDaysDifference","ProductionCoefficient","EstimatedProductionClasses","OverdueWorkClassCount","RequiredUpperMoldQuantity"
2210030000000000001,"20250602","6330_VNbc_1stShift",1,"100030850083",HR0001000033527011,N,M,H0001,"50%WARM VANILLA S25","50%AFDM",UK_8,UK_8,"20241128","20241128",500.00000000,301.00000000,199.00000000,"18336",2.00000000,2,1.00000000,38.33000000,-480,5.19000000,6.00000000,-486.00000000,6.00000000
