"FacilityId","ProduceDate","ShiftDefinitionShift","SortMold","SortOrderList","ZZSTYLCODE","ZZGENDER","ZZPARTNO","ZZATCOLR","ZZCOLORCODE","ProductSize","MoldNo","MoldInventory","SumBodySizeNeed","SumRequiredUpperMoldQuantity","SteerRequiredUpperMoldQuantity","ActualRequiredUpperMoldQuantity"
2210030000000000001,"20250602","6330_VNbc_1stShift",1,"1",N,M,H0001,"50%WARM VANILLA S25","50%AFDM",UK_8,"18336",2.00000000,121.00000000,6.00000000,2.00000000,2.00000000
